Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
369.000000,51.509407,-0.160927,33.961788,-1.247264,-0.027785,0.009624
369.500000,51.509414,-0.160930,37.253397,-1.260435,0.027260,-0.043907
370.000000,51.509395,-0.160866,38.634157,-1.234773,0.006693,0.018316
370.500000,51.509410,-0.160925,31.640345,-1.221920,0.004226,-0.010047
371.000000,51.509389,-0.160891,36.031497,-1.239882,0.002399,-0.000058
371.500000,51.509380,-0.160891,36.171024,-1.231073,-0.020817,-0.036119
372.000000,51.509358,-0.160903,31.909288,-1.249311,0.004684,0.016882
372.500000,51.509392,-0.160911,33.855822,-1.222577,-0.018281,0.030830
373.000000,51.509381,-0.160879,38.497594,-1.249418,0.015346,0.011181
373.500000,51.509362,-0.160906,34.500334,-1.242436,0.034577,0.009434
374.000000,51.509354,-0.160858,43.038079,-1.243054,0.026493,-0.012009
374.500000,51.509367,-0.160945,35.458416,-1.252353,0.028579,-0.011953
375.000000,51.509326,-0.160925,37.848881,-1.262712,0.030022,-0.081365
375.500000,51.509341,-0.160930,32.797047,-1.242585,0.013891,-0.071003
376.000000,51.509321,-0.160869,32.281221,-1.276039,0.026592,-0.032628
376.500000,51.509333,-0.160887,38.486397,-1.271188,0.030758,-0.033284
377.000000,51.509310,-0.160919,36.865549,-1.231115,-0.013024,-0.013948
377.500000,51.509312,-0.160902,34.087878,-1.248994,0.011362,0.024553
378.000000,51.509311,-0.160941,38.237922,-1.234678,0.009957,-0.019798
378.500000,51.509315,-0.160946,33.925062,-1.275414,0.024659,-0.020990
379.000000,51.509311,-0.160948,36.337944,-1.243864,0.010284,0.015091
379.500000,51.509291,-0.160902,37.979514,-1.262237,-0.038628,0.041512
380.000000,51.509280,-0.160878,34.738745,-1.249302,-0.028125,0.057882
380.500000,51.509282,-0.160889,32.998057,-1.271949,-0.031292,0.065927
381.000000,51.509291,-0.160879,36.286684,-1.243898,-0.038859,0.071910
381.500000,51.509290,-0.160902,36.357611,-1.238604,-0.000524,-0.017726
382.000000,51.509273,-0.160893,42.633745,-1.253467,-0.036913,0.010511
382.500000,51.509293,-0.160936,35.970050,-1.258352,-0.002111,-0.038500
383.000000,51.509278,-0.160901,37.054228,-1.249575,-0.042954,-0.032194
383.500000,51.509257,-0.160868,39.104641,-0.998258,0.009217,-0.002832
384.000000,51.509246,-0.160924,34.381354,-0.750594,0.009715,-0.014912
384.500000,51.509252,-0.160903,37.422863,-0.509552,-0.004927,-0.019718
385.000000,51.509244,-0.160936,34.915977,-0.252292,-0.015067,-0.010398
385.500000,51.509235,-0.160902,38.881375,-0.261607,0.061341,-0.027611
386.000000,51.509229,-0.160850,43.717162,-0.219602,0.137344,0.024458
386.500000,51.509249,-0.160868,39.656285,-0.179014,0.153033,0.051215
387.000000,51.509250,-0.160932,36.059462,-0.106594,0.223610,0.029193
387.500000,51.509246,-0.160931,36.774451,-0.060848,0.251868,0.019272
388.000000,51.509249,-0.160927,34.075364,-0.005981,0.282069,-0.026526
388.500000,51.509240,-0.160881,35.997941,0.058144,0.243359,0.002976
389.000000,51.509242,-0.160921,35.799345,0.105518,0.232714,-0.002979
389.500000,51.509244,-0.160921,38.739054,0.184327,0.148827,0.009977
390.000000,51.509247,-0.160890,31.435172,0.194746,0.134164,-0.005542
390.500000,51.509253,-0.160942,36.409323,0.248013,0.075330,-0.001520
391.000000,51.509243,-0.160880,41.137484,0.265158,-0.020634,-0.007252
391.500000,51.509246,-0.160878,37.709920,0.488653,0.011530,-0.063646
392.000000,51.509253,-0.160921,38.506332,0.761065,0.023502,-0.014979
392.500000,51.509270,-0.160922,41.366784,1.006643,-0.001699,0.005214
393.000000,51.509256,-0.160892,33.185640,1.253728,-0.023526,0.012036
393.500000,51.509281,-0.160914,34.219699,1.252197,-0.005876,0.068159
394.000000,51.509290,-0.160899,36.936503,1.264552,-0.034453,-0.008709
394.500000,51.509261,-0.160878,40.123819,1.250965,-0.061869,0.063425
395.000000,51.509276,-0.160857,32.929462,1.225028,-0.008933,0.062045
395.500000,51.509275,-0.160925,34.199120,1.245959,0.014426,-0.040442
396.000000,51.509297,-0.160916,31.608859,1.246098,-0.030959,-0.016730
396.500000,51.509306,-0.160870,39.652693,1.231552,-0.010347,-0.010502
397.000000,51.509294,-0.160884,39.547453,1.249450,-0.038645,-0.004491
397.500000,51.509293,-0.160854,37.888712,1.229527,-0.027975,0.035749
398.000000,51.509333,-0.160909,37.478699,1.252224,-0.017633,-0.059525
398.500000,51.509326,-0.160888,39.572175,1.258201,-0.011185,0.006895
399.000000,51.509310,-0.160866,40.404400,1.279830,-0.037232,-0.005529
399.500000,51.509333,-0.160910,33.495936,1.242232,-0.000893,-0.024773
400.000000,51.509329,-0.160908,37.856375,1.234639,0.032653,-0.031188
400.500000,51.509355,-0.160862,38.069109,1.263302,-0.011988,-0.027748
401.000000,51.509347,-0.160909,37.328314,1.219231,0.024712,-0.048038
401.500000,51.509341,-0.160913,35.541961,1.261780,-0.001490,-0.052006
402.000000,51.509372,-0.160856,34.266250,1.250950,-0.024508,-0.039933
402.500000,51.509393,-0.160930,29.255216,1.241427,-0.041433,0.013658
403.000000,51.509372,-0.160892,37.378724,1.257077,-0.049425,0.030100
403.500000,51.509387,-0.160906,33.292260,1.254566,-0.056369,-0.019621
404.000000,51.509363,-0.160829,37.421829,1.246738,-0.050156,-0.052402
404.500000,51.509369,-0.160910,31.065961,1.252818,-0.032759,-0.043208
405.000000,51.509389,-0.160865,39.447774,1.206937,0.003472,-0.017132
405.500000,51.509426,-0.160913,36.874503,1.242321,-0.022463,-0.008170
406.000000,51.509386,-0.160896,40.289274,1.239100,0.011781,0.012073
406.500000,51.509415,-0.160858,34.765577,1.239884,0.000462,-0.012905
407.000000,51.509410,-0.160890,35.957233,1.234679,-0.005239,0.056702
407.500000,51.509421,-0.160889,35.941350,1.249501,-0.006891,-0.006778
408.000000,51.509402,-0.160857,36.056578,1.271959,0.002790,0.000275
408.500000,51.509432,-0.160882,37.484269,1.240184,0.024826,-0.054607
409.000000,51.509442,-0.160900,43.606054,1.222595,0.007687,0.072547
409.500000,51.509438,-0.160915,33.050028,1.265253,0.023932,0.001476
410.000000,51.509452,-0.160907,34.662417,1.256104,0.003690,0.043637
410.500000,51.509458,-0.160858,38.818053,1.233697,0.026345,0.022726
411.000000,51.509460,-0.160906,38.559936,1.249571,0.021326,0.078721
411.500000,51.509465,-0.160876,34.042200,1.229632,0.028929,0.016355
412.000000,51.509478,-0.160911,33.960093,1.237652,0.008494,-0.013883
412.500000,51.509448,-0.160892,35.596618,1.246468,0.027135,-0.017245
413.000000,51.509470,-0.160861,41.918700,1.225479,0.033037,0.000501
413.500000,51.509490,-0.160883,40.113300,1.256459,0.000830,0.017217
414.000000,51.509491,-0.160911,32.528587,1.230906,0.008960,0.003703
414.500000,51.509476,-0.160868,37.344304,1.240542,-0.015816,-0.020208
415.000000,51.509518,-0.160898,36.876797,1.229567,-0.014773,-0.053266
415.500000,51.509512,-0.160959,33.068600,1.236876,-0.015517,0.066325
416.000000,51.509517,-0.160912,40.349347,1.269687,-0.032819,0.020323
416.500000,51.509524,-0.160897,40.185701,1.211100,0.022310,-0.010889
417.000000,51.509530,-0.160882,38.385496,1.239187,-0.028026,-0.081395
417.500000,51.509555,-0.160877,39.074014,1.233703,-0.051014,0.008689
418.000000,51.509556,-0.160952,32.047272,1.250611,-0.018459,-0.070545
418.500000,51.509549,-0.160896,36.385518,1.241087,-0.019408,-0.016440
419.000000,51.509559,-0.160884,35.727122,1.238781,0.004977,-0.040390
419.500000,51.509576,-0.160901,34.795791,1.235056,0.007646,-0.014029
420.000000,51.509533,-0.160868,40.619708,1.239876,-0.018024,-0.012982
420.500000,51.509547,-0.160874,35.537132,1.226760,0.015093,0.007166
421.000000,51.509569,-0.160891,42.253967,1.258294,0.021451,-0.029967
421.500000,51.509573,-0.160886,34.574177,1.233116,0.021372,0.009939
422.000000,51.509634,-0.160876,28.000782,315.474793,529.143817,-1312.123193
422.500000,51.509621,-0.160918,27.126029,315.363351,529.286127,-1311.671602
423.000000,51.509650,-0.160890,22.433149,315.204822,529.385940,-1311.408467
423.500000,51.509634,-0.160924,26.068103,315.057715,529.499577,-1311.114016
424.000000,51.509634,-0.160882,19.253025,314.905215,529.657851,-1310.849872
424.500000,51.509643,-0.160896,24.870611,314.817222,529.771448,-1310.600209
425.000000,51.509626,-0.160871,25.288295,314.731334,529.821653,-1310.360977
