Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
417.000000,51.509524,-0.160878,42.814169,1.239185,-0.028351,-0.076888
417.500000,51.509531,-0.160878,42.767763,1.233577,-0.049143,0.001506
418.000000,51.509537,-0.160880,42.720736,1.250730,-0.018320,-0.064831
418.500000,51.509543,-0.160880,42.631034,1.241012,-0.017802,-0.021661
419.000000,51.509549,-0.160880,42.625803,1.238766,0.005158,-0.037472
419.500000,51.509555,-0.160880,42.557951,1.235024,0.008656,-0.014549
420.000000,51.509560,-0.160880,42.475892,1.239815,-0.017640,-0.015230
420.500000,51.509565,-0.160879,42.449381,1.226703,0.015715,0.006385
421.000000,51.509570,-0.160879,42.510932,1.258351,0.020747,-0.026011
421.500000,51.509576,-0.160879,42.486933,1.233067,0.022288,0.008846
422.000000,51.509572,-0.160886,42.707011,1.248802,-0.007548,0.052801
422.500000,51.509568,-0.160895,42.944563,0.975369,0.010811,-0.001498
423.000000,51.509564,-0.160901,43.114047,0.747716,-0.008357,0.000075
423.500000,51.509559,-0.160909,43.346697,0.496236,-0.004175,0.057667
424.000000,51.509552,-0.160916,43.524186,0.281771,0.010979,-0.024957
424.500000,51.509545,-0.160922,43.801656,0.122003,-0.003251,-0.032284
425.000000,51.509537,-0.160928,44.061801,-0.005231,-0.007467,-0.009383
